autor_nombre_alejandria	id_alejandria	phonetic_code	normalized_name_alejandria	name_cdl	summary_cdl	image_url_cdl	id_cdl	normalized_name_cdl	tokens_cdl	key_ol	birth_date_ol	death_date_ol	name_ol	bio_ol	alternate_names_ol	picture_ol	normalized_name_ol	tokens_ol	priority_score
JUAN VILLORO	{'9786074111507', '9786070721243', '9786071600011', '9786070716034', '9789585671904', '9786071632012', '9789681646790', '9789807312318', '9789807312073'}	JNFLR	juan villoro	Juan Villoro	(Ciudad de México, 1956)tiene una extraordinaria reputación comonovelista, cuentista, ensayista y desde luego cronista.Ha publicado, entre otros,Efectos personales, las crónicas de fútbol de Dios es redondo, las novelasEl testigo,El disparo de argón y el libro de cuentos Los culpables,,  galardonado en Francia con el premio Antonin Artaud.		19567.0	juan villoro	juan villoro	OL55324A	1956		Juan Villoro		Juan Villoro	/mnt/datadrive/OpenLibrary/author_images/OL55324A.jpg	juan villoro	juan villoro	4
		KFNKRSXN								OL5539882A	1974		Cristiano Cavina		Cristiano Cavina	/mnt/datadrive/OpenLibrary/author_images/OL5539882A.jpg	cristiano cavina	cavina cristiano	1
		ANTNSKLNSKLNJS								OL554480A	1917		José Antonio Escalona-Escalona		José Antonio Escalona-Escalona	/mnt/datadrive/OpenLibrary/author_images/OL554480A.jpg	jose antonio escalona-escalona	antonio escalona-escalona jose	1
GUSTAVO PEREIRA	{'9789802765119', '9789801425175', '9789800115282'}	KSTFPRR	gustavo pereira							OL555233A	1940		Gustavo Pereira		Gustavo Pereira	/mnt/datadrive/OpenLibrary/author_images/OL555233A.jpg	gustavo pereira	gustavo pereira	2
LEONARDO PADRON	{'9802224901', '9789802714421', '9789802714148', '9789802714339', '9789804030161', '9789806741126', '9789802717316', '9789802716067', '9789802715305', '9789802714711'}	LNRTPTRN	leonardo padron							OL555630A	1959		Leonardo Padrón		Leonardo Padrón	/mnt/datadrive/OpenLibrary/author_images/OL555630A.jpg	leonardo padron	leonardo padron	2
		KPRJSNSJS								OL5557241A			José Ignacio Cabrujas		José Ignacio Cabrujas	/mnt/datadrive/OpenLibrary/author_images/OL5557241A.jpg	jose ignacio cabrujas	cabrujas ignacio jose	1
GUSTAVO LUIS CARRERA	{'9789804030420'}	KRRKSTFLS	gustavo luis carrera							OL556070A			Gustavo Luis Carrera		Gustavo Luis Carrera	/mnt/datadrive/OpenLibrary/author_images/OL556070A.jpg	gustavo luis carrera	carrera gustavo luis	2
		MNSTRSRPN								OL5562251A			Rubén Monasterios		Rubén Monasterios	/mnt/datadrive/OpenLibrary/author_images/OL5562251A.jpg	ruben monasterios	monasterios ruben	1
VALENTINA SALAS	{'9789807309110'}	SLSFLNTN	valentina salas							OL5568599A			Valentina Salas		Valentina Salas	/mnt/datadrive/OpenLibrary/author_images/OL5568599A.jpg	valentina salas	salas valentina	2
RAFAEL ALBERTI	{'9788420638010', '9788479793753', '842061842'}	ALPRTRFL	rafael alberti	Rafael Alberti	El Puerto de Santa María, (1902-1999). Obtuvo el Premio Nacional de Literatura con su primer libro de poesía, Marinero en tierra (1925). Entre su extensa obra poética cabe destacar Cal y canto, Sobre los ángeles, Sermones y moradas, Entre el clavel y la espada, Retornos de lo vivo lejano, A la pintura, Roma, peligro para caminantes, Desprecio y maravilla , Fustigada luz, Versos sueltos de cada día. Autor de los tres volúmenes de memorias titulados La arboleda perdida, así como de Imagen primera de..., y de numerosas obras teatrales. Obtuvo el Premio Lenin de la Paz y el Premio Cervantes en 1983. Rafael Alberti ha llenado con sus versos las páginas más importantes de la poesía contemporánea y recorrido todas sus estaciones.	/mnt/datadrive/CasaDelLibro/author_images/alberti.webp	3578.0	rafael alberti	alberti rafael	OL55698A	1902	1999	Rafael Alberti		Rafael Alberti	/mnt/datadrive/OpenLibrary/author_images/OL55698A.jpg	rafael alberti	alberti rafael	5
B TRAVEN	{'9788403600119', '9789681645441'}	PTRFN	b traven	B. Traven			25940.0	b. traven	b traven	OL558099A	5 March 1890?	27 March 1969	B. Traven	B. Traven was the pen name of a presumably German novelist, whose real name, nationality, date and place of birth and details of biography are all subject to dispute. One of the few certainties about Traven's life is that he lived for years in Mexico, where the majority of his fiction is also set. - Wikipedia	werkausgabe b. traven	/mnt/datadrive/OpenLibrary/author_images/OL558099A.jpg	b. traven	b traven	4
LILIANA VILLEGAS	{'000204'}	LLNFLKS	liliana villegas							OL559547A			Liliana Villegas		Liliana Villegas	/mnt/datadrive/OpenLibrary/author_images/OL559547A.jpg	liliana villegas	liliana villegas	2
JOLES SENNELL	{'9788423990337'}	JLSSNL	joles sennell	Joles Sennell	Joles Sennell és el pseudònim amb què en Josep Albanell signa les seves obres per a nois i noies. I en Pep Albanell (Vic, 1945) és un novel·lista i contista de primera fila. En la seva obra, destaca la imaginació i, sovint, un sentit de lhumor tan pocasolta com genial.		19844.0	joles sennell	joles sennell	OL559714A	1945		Joles Sennell		Joles Sennell	/mnt/datadrive/OpenLibrary/author_images/OL559714A.jpg	joles sennell	joles sennell	4
		PRNTMR		MARIA BARANDA	María Baranda nació y vive en la ciudad de México, muy cerca de la casa donde creció y murió Frida Kahlo, La Casa Azul. Es poeta y narradora, y ha escrito varios libros para niños por los cuales ha recibido diversos reconocimientos tanto en su país como en el extranjero.		121634.0	maria baranda	baranda maria	OL5600344A			María Baranda		María Baranda	/mnt/datadrive/OpenLibrary/author_images/OL5600344A.jpg	maria baranda	baranda maria	3
CEES NOOTEBOOM	{'9788478441327', '9788478445233', '9788478441679', '9788483463529', '9788483464618', '9788483464625'}	SSNTPM	cees nooteboom	Cees Nooteboom	Cees Nooteboom (La Haya, 1933) es uno de los mayores y más originales escritores holandeses contemporáneos. Vive en constante nomadismo entre Holanda, España y Alemania. Traductor de poesía española, catalana, francesa, alemana; de teatro americano; autor de novelas, poesía, ensayos y libros de viaje, es un escritor preocupado por el europeísmo y el nacionalismo.  Ha obtenido, entre otros, el Premio Bordewijk y el Premio Pegasus de Literatura, así como la Medalla de Oro del Círculo de Bellas Artes de Madrid. En Francia ha sido nombrado Caballero de la Legión de Honor. En los últimos años ha recibido el Premio Europeo de Poesía (2008), el Premio de Literatura Neerlandesa (2009) y el mayor premio que se concede en la literatura de viajes, el Premio Chatwin (2010).	/mnt/datadrive/CasaDelLibro/author_images/8128.webp	8128.0	cees nooteboom	cees nooteboom	OL5601807A			Cees Nooteboom		Cees Nooteboom	/mnt/datadrive/OpenLibrary/author_images/OL5601807A.jpg	cees nooteboom	cees nooteboom	5
		LSMTN								OL5606056A	1960		Luis Medina		Luis Medina	/mnt/datadrive/OpenLibrary/author_images/OL5606056A.jpg	luis medina	luis medina	1
JOSE NAPOLEON OROPEZA	{'980253014X', '9789804031083'}	HSNPLNRPS	jose napoleon oropeza							OL561683A			José Napoleón Oropeza		José Napoleón Oropeza	/mnt/datadrive/OpenLibrary/author_images/OL561683A.jpg	jose napoleon oropeza	jose napoleon oropeza	2
JOSE MARIA CONGET	{'9788415576389', '9788492913374', '9788481916867'}	KNKTJSMR	jose maria conget	José María Conget	José María Conget (Zaragoza, 1948) ha publicado las novelasQuadrupedumque(1981),Comentarios (marginales) a la guerra de las Galias(1984),Gaudeamus(1986),Todas las mujeres(1989),Palabras de familia(Pre-Textos, 1995) yHasta el fin de los cuentos(Pre-Textos, 1998), además de tres libros de difícil clasificación:Cincuenta y tres y Octava(1997),Vamos a contar canciones(1999) yUna cita con Borges(2000), y la antologíaViento de cine.El cine en la poesía española de expresión castellana. Una selección(2002).		3853.0	jose maria conget	conget jose maria	OL5638579A			José María Conget		José María Conget	/mnt/datadrive/OpenLibrary/author_images/OL5638579A.jpg	jose maria conget	conget jose maria	4
		KRLSKRSTNSL								OL5644782A	1952		Carlos Ignacio de la Cruz		Carlos Ignacio de la Cruz	/mnt/datadrive/OpenLibrary/author_images/OL5644782A.jpg	carlos ignacio de la cruz	carlos cruz de ignacio la	1
ERIK DEL BUFALO	{'9789806480834'}	PFLTLRK	erik del bufalo							OL5646827A			Erik Del Bufalo		Erik Del Bufalo	/mnt/datadrive/OpenLibrary/author_images/OL5646827A.jpg	erik del bufalo	bufalo del erik	2
JUAN ALCANTARA	{'9786071615268'}	ALKNTRJN	juan alcantara							OL5651757A	1959		Juan Alcántara		Juan Alcántara	/mnt/datadrive/OpenLibrary/author_images/OL5651757A.jpg	juan alcantara	alcantara juan	2
LUIS ENRIQUE BELMONTE	{'9789585671959', '9789804120558', '9789807468039', '9789800117019'}	PLMNTNRKLS	luis enrique belmonte							OL5661730A	1971		Luis Enrique Belmonte		Luis Enrique Belmonte	/mnt/datadrive/OpenLibrary/author_images/OL5661730A.jpg	luis enrique belmonte	belmonte enrique luis	2
MARIA RAMIREZ DELGADO	{'9789806741751'}	TLKTMRRMRS	maria ramirez delgado							OL5661939A	1974		María Ramírez Delgado		María Ramírez Delgado	/mnt/datadrive/OpenLibrary/author_images/OL5661939A.jpg	maria ramirez delgado	delgado maria ramirez	2
		PLNSLSNTN								OL5677645A			Lluís-Anton Baulenas		Lluís-Anton Baulenas	/mnt/datadrive/OpenLibrary/author_images/OL5677645A.jpg	lluis-anton baulenas	baulenas lluis-anton	1
ROBERTO BOLAÑO	{'9789800115275', '9788433966636'}	PLNRPRT	roberto bolano	Roberto Bolaño	(Santiago de Chile, 1953-2003) Considerado uno de los escritores más destacados de la literatura contemporánea. Después de haber obtenido varios galardones como poeta y narrador, se dio a conocer de forma más masiva con LaLiteratura Nazi en Américay en especial con la publicación de los librosEstrella Distantey los relatosLlamadas telefónicas. Otras de sus obras son:Los detectives salvajescon la que obtuvo los premios Rómulo Gallegos y Herralde(1998),Putas asesinas,  Amuleto,Monsier Pain, yNocturno de Chile.	/mnt/datadrive/CasaDelLibro/author_images/bolano.webp	445.0	roberto bolano	bolano roberto	OL56795A	1953	2003	Roberto Bolaño		Roberto Bolano	/mnt/datadrive/OpenLibrary/author_images/OL56795A.jpg	roberto bolano	bolano roberto	5
		JNMRPLT								OL56921A	1933		Jean-Marie Pelt		Jean-Marie Pelt	/mnt/datadrive/OpenLibrary/author_images/OL56921A.jpg	jean-marie pelt	jean-marie pelt	1
OLIVER MATUSCHEK	{'9788493667986'}	MTXKLFR	oliver matuschek	Oliver Matuschek			150681.0	oliver matuschek	matuschek oliver	OL5700227A			Oliver Matuschek		Oliver Matuschek	/mnt/datadrive/OpenLibrary/author_images/OL5700227A.jpg	oliver matuschek	matuschek oliver	3
		FLPLSFFNK								OL57073A			Luis Felipe Vivanco		Luis Felipe Vivanco	/mnt/datadrive/OpenLibrary/author_images/OL57073A.jpg	luis felipe vivanco	felipe luis vivanco	1
		KRSLRSNXS								OL5712283A			Laura García Sánchez		Laura García Sánchez	/mnt/datadrive/OpenLibrary/author_images/OL5712283A.jpg	laura garcia sanchez	garcia laura sanchez	1
JOSE JAVIER ABASOLO	{'9788488730169', '9788489846494'}	APSLJFRJS	jose javier abasolo	José Javier Abasolo	"(1957 - 2022). Licenciado en Derecho por la Universidad de Deusto. Trabajó como abogado y desempeñado varios puestos en las administraciones públicas, desempeñando sus funciones en la actualidad en el Departamento de Empleo y Asuntos Sociales del Gobierno Vasco.
En el campo de la literatura tuvi una larga trayectoria como autor de novela negra, habiendo publicado los siguientes libros, entre otros: Lejos de aquel instante (1997, Premio de Novela Prensa Canaria 1996 y finalista del Premio Hammett 1997, traducido al francés), Nadie es inocente (1998, traducido al francés e italiano), Una investigación ficticia (2000), Hollywood-Bilbao (2004), El color de los muertos (2005), Antes de que todo se derrumbe (2006, Premio de Narrativa García Pavón 2005), El aniversario de la independencia (2006, Premio Farolillo de Papel del Gremio de Libreros de Bizkaia) y Heridas permanentes (2007). En 2022 publicó El país equivocado."	/mnt/datadrive/CasaDelLibro/author_images/22910.webp	22910.0	jose javier abasolo	abasolo javier jose	OL57149A	1957		José Javier Abasolo		José Javier Abasolo	/mnt/datadrive/OpenLibrary/author_images/OL57149A.jpg	jose javier abasolo	abasolo javier jose	5
		APRLKRLSJN								OL5715768A			Juan Carlos Abril		Juan Carlos Abril	/mnt/datadrive/OpenLibrary/author_images/OL5715768A.jpg	juan carlos abril	abril carlos juan	1
ROBERTO MIRANDA	{'9788417079765'}	MRNTRPRT	roberto miranda	Roberto Miranda			20092160.0	roberto miranda	miranda roberto	OL5722341A			Roberto Miranda		Roberto Miranda	/mnt/datadrive/OpenLibrary/author_images/OL5722341A.jpg	roberto miranda	miranda roberto	3
AMERICO MARTIN	{'9789806406605'}	AMRKMRTN	americo martin							OL5731435A			Américo Martín		Américo Martín	/mnt/datadrive/OpenLibrary/author_images/OL5731435A.jpg	americo martin	americo martin	2
ELIO GOMEZ GRILLO	{'9800111417'}	ALKMSKRL	elio gomez grillo							OL5734088A			Elio Gómez Grillo		Elio Gómez Grillo	/mnt/datadrive/OpenLibrary/author_images/OL5734088A.jpg	elio gomez grillo	elio gomez grillo	2
SONIA CHOCRON	{'9789806741959', '9789804120282', '9789806480889'}	XKRNSN	sonia chocron							OL5741415A	1961		Sonia Chocrón		Sonia Chocrón	/mnt/datadrive/OpenLibrary/author_images/OL5741415A.jpg	sonia chocron	chocron sonia	2
FLORENCIO QUINTERO	{'9789802372799'}	FLRNSKNTR	florencio quintero							OL5741430A	1980		Florencio Quintero		Florencio Quintero	/mnt/datadrive/OpenLibrary/author_images/OL5741430A.jpg	florencio quintero	florencio quintero	2
TOMAS STRAKA	{'9789803543891', '9789802444465'}	STRKTMS	tomas straka							OL5749512A			Tomás Straka		Tomás Straka	/mnt/datadrive/OpenLibrary/author_images/OL5749512A.jpg	tomas straka	straka tomas	2
NICOLAS FLAMEL	{'9788489768154'}	FLMLNKLS	nicolas flamel	Nicolás Flamel			134222.0	nicolas flamel	flamel nicolas	OL577519A		1418	Nicolas Flamel		Nicolas Flamel	/mnt/datadrive/OpenLibrary/author_images/OL577519A.jpg	nicolas flamel	flamel nicolas	3
		PNFTSPPL								OL5777450A	1914		Pablo Benavides		Pablo Benavides	/mnt/datadrive/OpenLibrary/author_images/OL5777450A.jpg	pablo benavides	benavides pablo	1
		ATRFRN		Ferran Adrià	Ferrán Adrià está considerado como el mejor restaurador del mundo. Cuando apenas había cumplido los cuarenta años de edad ya contaba en su haber con tres estrellas Michelin.	/mnt/datadrive/CasaDelLibro/author_images/ferra_adria.webp	77052.0	ferran adria	adria ferran	OL5784947A			Ferran Adrià		Ferran Adrià	/mnt/datadrive/OpenLibrary/author_images/OL5784947A.jpg	ferran adria	adria ferran	4
JOHN NIVEN	{'9788493667870'}	JNNFN	john niven	JOHN NIVEN			157949.0	john niven	john niven	OL579650A			John Niven		John Niven	/mnt/datadrive/OpenLibrary/author_images/OL579650A.jpg	john niven	john niven	3
MANUEL HERNANDEZ GONZALEZ	{'9789806741652'}	KNSLSRNNTSMNL	manuel hernandez gonzalez							OL5798652A			Manuel Hernández González		Manuel Hernández González	/mnt/datadrive/OpenLibrary/author_images/OL5798652A.jpg	manuel hernandez gonzalez	gonzalez hernandez manuel	2
ELI TOLARETXIPI	{'9789807581035'}	ALTLRTKSP	eli tolaretxipi							OL5810083A			Eli Tolaretxipi		Eli Tolaretxipi	/mnt/datadrive/OpenLibrary/author_images/OL5810083A.jpg	eli tolaretxipi	eli tolaretxipi	2
JAIME BAYLY	{'9789587049152', '9788419392244', '9788433910912', '9788433924896'}	PLJM	jaime bayly	Jaime Bayly	"(Lima, 1965) ha publicado las novelas No se lo digas a nadie (Seix Barral, 1994), Fue ayer y no me acuerdo (Seix Barral, 1995), Los últimos días de La Prensa (Seix Barral, 1997), La noche es virgen (Anagrama, 1997, Premio Herralde), Yo amo a mi mami (Anagrama, 1999), Los amigos que perdí (Anagrama, 2000), Aquí no hay poesía (Anagrama, 2001), La mujer de mi hermano (Planeta, 2002), El huracán lleva tu nombre (Planeta, 2004), Y de repente un ángel (Planeta 2005, finalista premio Planeta), El canalla sentimental (Planeta 2008), El cojo y el loco (Alfaguara, 2010), Morirás mañana (Alfaguara, 2012), La lluvia del tiempo (Alfaguara, 2014), El niño terrible y la escritora maldita (Alfaguara, 2016), Pecho frío (Alfaguara, 2018) y Yo soy una señora (Alfaguara, 2020).

Foto: Julia Juncadella"	/mnt/datadrive/CasaDelLibro/author_images/12039.webp	12039.0	jaime bayly	bayly jaime	OL5821297A			Jaime Bayly		Jaime Bayly	/mnt/datadrive/OpenLibrary/author_images/OL5821297A.jpg	jaime bayly	bayly jaime	5
JOSE GUERRA	{'9789807786140', '9789804250668', '9789804250507'}	KRJS	jose guerra							OL5825474A			José Guerra		José Guerra	/mnt/datadrive/OpenLibrary/author_images/OL5825474A.jpg	jose guerra	guerra jose	2
CARMEN VINCENTI	{'9789807537001', '9789807581240'}	KRMNFNSNT	carmen vincenti							OL5825493A			Carmen Vincenti		Carmen Vincenti	/mnt/datadrive/OpenLibrary/author_images/OL5825493A.jpg	carmen vincenti	carmen vincenti	2
JUAN GABRIEL VASQUEZ	{'9789588061634', '7591524014084'}	KPRLJNFSKS	juan gabriel vasquez							OL5828880A	1973		Juan Gabriel Vásquez		Juan Gabriel Vasquez	/mnt/datadrive/OpenLibrary/author_images/OL5828880A.jpg	juan gabriel vasquez	gabriel juan vasquez	2
WOODY ALLEN	{'9788483109762', '9788483105306', '9788483104255'}	ALNT	woody allen	Woody Allen	(Nueva York,1935) Woody Allen es escritor, director y actor. Ha trabajado como humorista  de monólogos y es autor de varios libros. Vive en el Upper East Side de  Mahnattan con su esposa, Soon-yi, con quien lleva casado veintidós años,  y sus dos hijas, Manzie y Bechet. Es un ferviente apasionado del jazz y  un entusiasta aficionado al deporte.	/mnt/datadrive/CasaDelLibro/author_images/17727.webp	17727.0	woody allen	allen woody	OL583968A	1935		Woody Allen		Woody Allen	/mnt/datadrive/OpenLibrary/author_images/OL583968A.jpg	woody allen	allen woody	5
LUCIA ETXEBARRIA	{'9788423329861'}	ATKSPRLS	lucia etxebarria	Lucia Etxebarria	(Valencia, España, 7 de Diciembre de 1966) Lucía Etxebarria es licenciada en filología y periodismo y Doctora en Letras por la Universidad de Aberdeen. Ha escrito novelas, cuentos, guiones de cine, cuentos para niños, ensayo político, literario y feminista. Ha ganado el Premio Nadal, el Primavera, el Planeta, el Barcarola de Poesía y El Lazio (concedido por el Ministerio de Cultura Italiano) a la mejor novela extranjera.  El suplemento cultural Le Figaro dijo de ella: “es la voz española más potente de su generación”. Vive con su hija y sus dos perros.	/mnt/datadrive/CasaDelLibro/author_images/2028.webp	2028.0	lucia etxebarria	etxebarria lucia	OL5855691A	1966		Lucía Etxebarría		Lucia Etxebarria	/mnt/datadrive/OpenLibrary/author_images/OL5855691A.jpg	lucia etxebarria	etxebarria lucia	5
CARMEN DOMINGO	{'9788475567709'}	KRMNTMNK	carmen domingo	Carmen Domingo	Carmen Domingo (Barcelona, 1970), licenciada  en filología hispánica por la Universidad  de Barcelona, trabajó como investigadora en  la Universidad de Ian Choc (Casablanca) y desde  1994 colabora en medios radiofónicos, televisivos  y en la prensa escrita (El País, Marie  Claire, Time Out). Se ha especializado en temas  de investigación relacionados con la condición  de las mujeres en la España del siglo xx. Sus  últimos libros son Con voz y voto. Mujer y política  en España, 1931-1945 (Lumen, 2004),  Nosotras también hicimos la guerra (Flor del  Viento, 2006) y Coser y cantar (Lumen, 2007).		89570.0	carmen domingo	carmen domingo	OL5855755A			Carmen Domingo		Carmen Domingo	/mnt/datadrive/OpenLibrary/author_images/OL5855755A.jpg	carmen domingo	carmen domingo	4
MARSHALL SAHLINS	{'9788432304484'}	MRXLSLNS	marshall sahlins							OL586630A	27 December 1930	5 April 2021	Marshall Sahlins	"Marshall David Sahlins (born December 27, 1930) is an American anthropologist best known for his ethnographic work in the Pacific and for his contributions to anthropological theory. He is currently Charles F. Grey Distinguished Service Professor Emeritus of Anthropology and of Social Sciences at the University of Chicago.

**Source**: <a href=""https://en.wikipedia.org/wiki/Marshall_Sahlins"">Wikipedia</a>"	Marshall D. Sahlins	/mnt/datadrive/OpenLibrary/author_images/OL586630A.jpg	marshall sahlins	marshall sahlins	3
		KNSNSSNSRFL								OL5892222A			Rafael Cansinos-Asséns		Rafael Cansinos-Asséns	/mnt/datadrive/OpenLibrary/author_images/OL5892222A.jpg	rafael cansinos-assens	cansinos-assens rafael	1
SANTIAGO HARKER	{'9789589393468'}	HRKRSNXK	santiago harker							OL58974A			Santiago Harker		Santiago Harker	/mnt/datadrive/OpenLibrary/author_images/OL58974A.jpg	santiago harker	harker santiago	2
TERESA MARTIN TAFFAREL	{'9788493600785'}	MRTNTFRLTRS	teresa martin taffarel	Teresa Martín Taffarel			96036.0	teresa martin taffarel	martin taffarel teresa	OL5903754A			Teresa Martín Taffarel		Teresa Martín Taffarel	/mnt/datadrive/OpenLibrary/author_images/OL5903754A.jpg	teresa martin taffarel	martin taffarel teresa	3
		KRXNSMNRNRSPRM								OL5911201A	10 October 1906	13 May 2001	Rasipuram Krishnaswamy Narayan	"R. K. Narayan (10 October 1906 – 13 May 2001), full name Rasipuram Krishnaswami Iyer Narayanaswami, was an Indian writer, best known for his works set in the fictional South Indian town of Malgudi. He is one of three leading figures of early Indian literature in English (alongside Mulk Raj Anand and Raja Rao), and is credited with bringing the genre to the rest of the world.

Narayan broke through with the help of his mentor and friend, Graham Greene, who was instrumental in getting publishers for Narayan’s first four books, including the semi-autobiographical trilogy of Swami and Friends, The Bachelor of Arts and The English Teacher. Narayan’s works also include The Financial Expert, hailed as one of the most original works of 1951, and Sahitya Akademi Award winner The Guide, which was adapted for film and for Broadway.

Source: wikipedia"	R. K. Narayan	/mnt/datadrive/OpenLibrary/author_images/OL5911201A.jpg	rasipuram krishnaswamy narayan	krishnaswamy narayan rasipuram	2
ROBERT ANTONI	{'9788433974495'}	ANTNRPRT	robert antoni	Robert Antoni	Robert Antoni (Detroit, 1958), de raíces caribeñas, recibió el Commonwealth Writers Prize por su primera novela, Divina Trace, considerada como un hito en la literatura del Caribe, ha publicado Blessed is the Fruit, que Robert Olen Butler calificó deimperecedera obra de artey Stephen Dixos describió comointelectual y emocionalmente estimulante, además d ser un relato maravilloso que te sobrecoge como un rugido de la fuerza mitológica.Foto © Maria Teresa Slanzi		83411.0	robert antoni	antoni robert	OL5941567A			Robert Antoni		Robert Antoni	/mnt/datadrive/OpenLibrary/author_images/OL5941567A.jpg	robert antoni	antoni robert	4
JUAN CARLOS MENDEZ GUEDEZ	{'9789802373352', '9789807767002', '9789807767132', '9788483932087', '9789807468107', '9789807980012', '9789801835295', '9789807468046', '9789801248583'}	KRLSKTSJNMNTS	juan carlos mendez guedez	Juan Carlos Méndez Guédez	(Barquisimeto, Venezuela, 1967) Es autor de los libros de cuentos. Incursionó en la novela juvenil con su título: Nueve mil kilómetros y tu abrazo (2006). Textos suyos aparecen en algunas de las más importantes antologías del cuento contemporáneo en castellano. Doctor en literatura hispanoamericana por la Universidad de Salamanca, reside en España.	/mnt/datadrive/CasaDelLibro/author_images/23061.webp	23061.0	juan carlos mendez guedez	carlos guedez juan mendez	OL5942633A	(1967	)	Juan Carlos Méndez Guédez		Juan Carlos Méndez Guédez	/mnt/datadrive/OpenLibrary/author_images/OL5942633A.jpg	juan carlos mendez guedez	carlos guedez juan mendez	5
WILLIE JOLLEY	{'9781931059329', '9781607380382'}	JLL	willie jolley							OL595108A			Willie Jolley		Willie Jolley	/mnt/datadrive/OpenLibrary/author_images/OL595108A.jpg	willie jolley	jolley willie	2
HERGE	{'9788426108371', '9788426102775', '9788426110077', '9788426107787', '9788426155276', '9788426102768', '9788426103833', '9788426114150', '9788426138583', '9788426103819', '9788426109644', '9788426110039', '9788426138682', '9788426139139', '9789463595902', '9788426109262', '9788426102744', '9788426102751', '9788426108166', '9788426107770', '9788426101730', '9788426108654', '9788426110466', '9788426102782', '9788426103826', '9788426109651', '9788426156662', '9788426110367'}	HRJ	herge	Hergé	Es el seudónimo de George Remí, haciendo un juego con las iniciales de su nombre invertidas. A lo largo de la evolución de su personaje estrella, Tintín, podemos ver los progresos de este autor: desde los primeros títulos marcados por la doctrina ultraconservadora del director del diario Le Petit Vingtième, hasta la ruptura de convencionalismos plasmada a partir de El loto azul, así como la evolución de la sociedad de su época. La investigación realizada por Hergé para contextualizar históricamente sus Aventuras, así como su implícita crítica social han convertido a Tintín en una obra maestra del siglo XX.	/mnt/datadrive/CasaDelLibro/author_images/44230.webp	44230.0	herge	herge	OL595213A	22 May 1907	3 March 1983	Hergé	Creator of Tintin. Illustrator, artist, writer.	Georges Prosper Remi	/mnt/datadrive/OpenLibrary/author_images/OL595213A.jpg	herge	herge	6
ALFREDO CHACON	{'9789804070198', '9789806523357', '9789804070075', '9789804070877'}	ALFRTXKN	alfredo chacon							OL5963756A			Alfredo Chacón		Alfredo Chacón	/mnt/datadrive/OpenLibrary/author_images/OL5963756A.jpg	alfredo chacon	alfredo chacon	2
ANTONIETA MADRID	{'9789806741096'}	ANTNTMTRT	antonieta madrid							OL59647A			Antonieta Madrid		Antonieta Madrid	/mnt/datadrive/OpenLibrary/author_images/OL59647A.jpg	antonieta madrid	antonieta madrid	2
MARIO AMENGUAL	{'9789806741706', '9789806741508', '9789804030697'}	AMNKLMR	mario amengual							OL597331A	1958		Mario Amengual		Mario Amengual	/mnt/datadrive/OpenLibrary/author_images/OL597331A.jpg	mario amengual	amengual mario	2
ROBERTO BRICEÑO LEON	{'9789803544003'}	PRSNLNRPRT	roberto briceno leon							OL5980949A			Roberto Briceño-León		Roberto Briceño-León	/mnt/datadrive/OpenLibrary/author_images/OL5980949A.jpg	roberto briceno-leon	briceno-leon roberto	2
IRENE VALLEJO	{'9788466358293', '9789585579873', '9786287669246'}	ARNFLJ	irene vallejo	Irene Vallejo	Irene Vallejo (Zaragoza, 1979) estudió Filología Clásica y obtuvo el Doctorado Europeo por las universidades de Zaragoza y Florencia. En la actualidad lleva a cabo una intensa labor de divulgación del mundo clásico impartiendo conferencias y cursos. Colabora con el diario Heraldo de Aragón y conEl País Semanal. De su obra literaria destacan las novelasLa luz sepultada(2011) yEl silbido del arquero(2015). Ha publicado ensayos y libros infantiles. Las antologíasAlguien habló de nosotros(2017) yEl futuro recordado(2020) recogen sus artículos periodísticos. En 2020 recibe el Premio Nacional de Ensayo por el libroEl infinito en un junco.	/mnt/datadrive/CasaDelLibro/author_images/87476.webp	87476.0	irene vallejo	irene vallejo	OL5980983A			Irene Vallejo		Irene Vallejo	/mnt/datadrive/OpenLibrary/author_images/OL5980983A.jpg	irene vallejo	irene vallejo	5
		KLTKPRLSTN								OL5989839A			Sidonie Gabrielle Colette		Sidonie Gabrielle Colette	/mnt/datadrive/OpenLibrary/author_images/OL5989839A.jpg	sidonie gabrielle colette	colette gabrielle sidonie	1
		MRKLTMTMLR								OL599269A			Marie-Claude Mattei Müller		Marie-Claude Mattei Müller	/mnt/datadrive/OpenLibrary/author_images/OL599269A.jpg	marie-claude mattei muller	marie-claude mattei muller	1
